id,dateAdded,dateUpdated,name,asins,brand,categories,primaryCategories,imageURLs,keys,manufacturer,manufacturerNumber,reviews.date,reviews.dateAdded,reviews.dateSeen,reviews.doRecommend,reviews.id,reviews.numHelpful,reviews.rating,reviews.sourceURLs,reviews.text,reviews.title,reviews.username,sourceURLs
AVqkIhkhv8e3D1O-lebZ,2017-03-06T14:59:42Z,2018-09-21T18:45:21Z,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Blue",B01AHBBG04,Amazon,"Fire Tablets,Tablets,All Tablets,Amazon Tablets",Electronics,"https://www.upccodesearch.com/images/barcode/0841667105758.png,http://pisces.bbystatic.com/image2/BestBuy_US/images/products/5620/5620400_sa.jpg,https://www.barcodable.com/images/barcode/0841667105758.png,http://pisces.bbystatic.com/image2/BestBuy_US/images/products/5620/5620400_sd.jpg,https://images-na.ssl-images-amazon.com/images/I/41tT2OwuMsL.jpg","amazon/53004763,0841667105758,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersblue/b01ahbbg04,841667105758,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersblue/5620400,amazon/b01ahbbg04",Amazon,53-004763,2016-11-04T00:00:00.000Z,,2017-04-03T00:00:00Z,True,,0,4,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=301,I love this tablet. I purchased them for gift and am so glad I did!,PERFECT!,Lng10,"http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded,https://www.upccodesearch.com/upc/841667105758,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=251,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=252,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=193,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=301,https://www.barcodable.com/upc/841667105758,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=199,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=232,http://www.bestbuy.com/site/products/5620400.p,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=200,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=234,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=201,http://www.bestbuy.com/site/amazon-fire-hd8-8-tablet-16gb-wi-fi-blue/5620400.p?skuId=5620400"
AVqkIhkhv8e3D1O-lebZ,2017-03-06T14:59:42Z,2018-09-21T18:45:21Z,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Blue",B01AHBBG04,Amazon,"Fire Tablets,Tablets,All Tablets,Amazon Tablets",Electronics,"https://www.upccodesearch.com/images/barcode/0841667105758.png,http://pisces.bbystatic.com/image2/BestBuy_US/images/products/5620/5620400_sa.jpg,https://www.barcodable.com/images/barcode/0841667105758.png,http://pisces.bbystatic.com/image2/BestBuy_US/images/products/5620/5620400_sd.jpg,https://images-na.ssl-images-amazon.com/images/I/41tT2OwuMsL.jpg","amazon/53004763,0841667105758,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersblue/b01ahbbg04,841667105758,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersblue/5620400,amazon/b01ahbbg04",Amazon,53-004763,2016-12-14T00:00:00.000Z,,2017-03-23T00:00:00Z,True,,0,5,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=251,Looks pretty solid will update review as soon as gift is opened .,Bought as a Gift,Romanv011,"http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded,https://www.upccodesearch.com/upc/841667105758,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=251,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=252,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=193,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=301,https://www.barcodable.com/upc/841667105758,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=199,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=232,http://www.bestbuy.com/site/products/5620400.p,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=200,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=234,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=201,http://www.bestbuy.com/site/amazon-fire-hd8-8-tablet-16gb-wi-fi-blue/5620400.p?skuId=5620400"
AVqkIhkhv8e3D1O-lebZ,2017-03-06T14:59:42Z,2018-09-21T18:45:21Z,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Blue",B01AHBBG04,Amazon,"Fire Tablets,Tablets,All Tablets,Amazon Tablets",Electronics,"https://www.upccodesearch.com/images/barcode/0841667105758.png,http://pisces.bbystatic.com/image2/BestBuy_US/images/products/5620/5620400_sa.jpg,https://www.barcodable.com/images/barcode/0841667105758.png,http://pisces.bbystatic.com/image2/BestBuy_US/images/products/5620/5620400_sd.jpg,https://images-na.ssl-images-amazon.com/images/I/41tT2OwuMsL.jpg","amazon/53004763,0841667105758,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersblue/b01ahbbg04,841667105758,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersblue/5620400,amazon/b01ahbbg04",Amazon,53-004763,2017-03-28T00:00:00.000Z,,2017-03-31T00:00:00Z,True,,0,5,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded,for the price this is a great works well the for the price display is hd love it,love it,njguy,"http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded,https://www.upccodesearch.com/upc/841667105758,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=251,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=252,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=193,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=301,https://www.barcodable.com/upc/841667105758,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=199,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=232,http://www.bestbuy.com/site/products/5620400.p,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=200,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=234,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=201,http://www.bestbuy.com/site/amazon-fire-hd8-8-tablet-16gb-wi-fi-blue/5620400.p?skuId=5620400"
AVqkIhkhv8e3D1O-lebZ,2017-03-06T14:59:42Z,2018-09-21T18:45:21Z,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Blue",B01AHBBG04,Amazon,"Fire Tablets,Tablets,All Tablets,Amazon Tablets",Electronics,"https://www.upccodesearch.com/images/barcode/0841667105758.png,http://pisces.bbystatic.com/image2/BestBuy_US/images/products/5620/5620400_sa.jpg,https://www.barcodable.com/images/barcode/0841667105758.png,http://pisces.bbystatic.com/image2/BestBuy_US/images/products/5620/5620400_sd.jpg,https://images-na.ssl-images-amazon.com/images/I/41tT2OwuMsL.jpg","amazon/53004763,0841667105758,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersblue/b01ahbbg04,841667105758,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersblue/5620400,amazon/b01ahbbg04",Amazon,53-004763,2017-03-20T00:00:00.000Z,,2017-03-21T00:00:00Z,True,,0,4,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded,"Great tablet for under $100. Does not have the highest specs, but gets the job done for lite tablet users.",Great tablet for the price,Tuowls,"http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded,https://www.upccodesearch.com/upc/841667105758,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=251,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=252,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=193,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=301,https://www.barcodable.com/upc/841667105758,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=199,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=232,http://www.bestbuy.com/site/products/5620400.p,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=200,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=234,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=201,http://www.bestbuy.com/site/amazon-fire-hd8-8-tablet-16gb-wi-fi-blue/5620400.p?skuId=5620400"
AVqkIhkhv8e3D1O-lebZ,2017-03-06T14:59:42Z,2018-09-21T18:45:21Z,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Blue",B01AHBBG04,Amazon,"Fire Tablets,Tablets,All Tablets,Amazon Tablets",Electronics,"https://www.upccodesearch.com/images/barcode/0841667105758.png,http://pisces.bbystatic.com/image2/BestBuy_US/images/products/5620/5620400_sa.jpg,https://www.barcodable.com/images/barcode/0841667105758.png,http://pisces.bbystatic.com/image2/BestBuy_US/images/products/5620/5620400_sd.jpg,https://images-na.ssl-images-amazon.com/images/I/41tT2OwuMsL.jpg","amazon/53004763,0841667105758,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersblue/b01ahbbg04,841667105758,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersblue/5620400,amazon/b01ahbbg04",Amazon,53-004763,2016-12-14T00:00:00.000Z,,2017-03-23T00:00:00Z,True,,0,4,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=251,Purchased mainly to use travelling so haven't really had the opportunity to give it a fair road test at this point. It was advertised as capable of downloading movies and books so you can watch/read while travelling without burning through your data or being hit with data roaming fees or having to purchase wifi during flights.,Okay for a small tablet,technogranny,"http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded,https://www.upccodesearch.com/upc/841667105758,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=251,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=252,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=193,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=301,https://www.barcodable.com/upc/841667105758,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=199,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=232,http://www.bestbuy.com/site/products/5620400.p,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=200,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=234,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=201,http://www.bestbuy.com/site/amazon-fire-hd8-8-tablet-16gb-wi-fi-blue/5620400.p?skuId=5620400"
AVqkIhkhv8e3D1O-lebZ,2017-03-06T14:59:42Z,2018-09-21T18:45:21Z,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Blue",B01AHBBG04,Amazon,"Fire Tablets,Tablets,All Tablets,Amazon Tablets",Electronics,"https://www.upccodesearch.com/images/barcode/0841667105758.png,http://pisces.bbystatic.com/image2/BestBuy_US/images/products/5620/5620400_sa.jpg,https://www.barcodable.com/images/barcode/0841667105758.png,http://pisces.bbystatic.com/image2/BestBuy_US/images/products/5620/5620400_sd.jpg,https://images-na.ssl-images-amazon.com/images/I/41tT2OwuMsL.jpg","amazon/53004763,0841667105758,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersblue/b01ahbbg04,841667105758,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersblue/5620400,amazon/b01ahbbg04",Amazon,53-004763,2017-03-04T00:00:00.000Z,,2017-03-05T00:00:00Z,True,,0,5,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded,"This is my second Kindle and I love it. It's lightweight, simple, and fast. It's convenient for trips and fits in my bag without weighing it down.",Everything you expect from Amazon,jessxhart,"http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded,https://www.upccodesearch.com/upc/841667105758,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=251,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=252,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=193,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=301,https://www.barcodable.com/upc/841667105758,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=199,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=232,http://www.bestbuy.com/site/products/5620400.p,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=200,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=234,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=201,http://www.bestbuy.com/site/amazon-fire-hd8-8-tablet-16gb-wi-fi-blue/5620400.p?skuId=5620400"
AVqkIhkhv8e3D1O-lebZ,2017-03-06T14:59:42Z,2018-09-21T18:45:21Z,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Blue",B01AHBBG04,Amazon,"Fire Tablets,Tablets,All Tablets,Amazon Tablets",Electronics,"https://www.upccodesearch.com/images/barcode/0841667105758.png,http://pisces.bbystatic.com/image2/BestBuy_US/images/products/5620/5620400_sa.jpg,https://www.barcodable.com/images/barcode/0841667105758.png,http://pisces.bbystatic.com/image2/BestBuy_US/images/products/5620/5620400_sd.jpg,https://images-na.ssl-images-amazon.com/images/I/41tT2OwuMsL.jpg","amazon/53004763,0841667105758,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersblue/b01ahbbg04,841667105758,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersblue/5620400,amazon/b01ahbbg04",Amazon,53-004763,2017-03-27T00:00:00.000Z,,2017-03-31T00:00:00Z,True,,0,4,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded,"It's a good starter tablet, to bad it runs on the Amazon OS.",Good for the price,darkangel1010,"http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded,https://www.upccodesearch.com/upc/841667105758,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=251,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=252,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=193,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=301,https://www.barcodable.com/upc/841667105758,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=199,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=232,http://www.bestbuy.com/site/products/5620400.p,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=200,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=234,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=201,http://www.bestbuy.com/site/amazon-fire-hd8-8-tablet-16gb-wi-fi-blue/5620400.p?skuId=5620400"
AVqkIhkhv8e3D1O-lebZ,2017-03-06T14:59:42Z,2018-09-21T18:45:21Z,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Blue",B01AHBBG04,Amazon,"Fire Tablets,Tablets,All Tablets,Amazon Tablets",Electronics,"https://www.upccodesearch.com/images/barcode/0841667105758.png,http://pisces.bbystatic.com/image2/BestBuy_US/images/products/5620/5620400_sa.jpg,https://www.barcodable.com/images/barcode/0841667105758.png,http://pisces.bbystatic.com/image2/BestBuy_US/images/products/5620/5620400_sd.jpg,https://images-na.ssl-images-amazon.com/images/I/41tT2OwuMsL.jpg","amazon/53004763,0841667105758,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersblue/b01ahbbg04,841667105758,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersblue/5620400,amazon/b01ahbbg04",Amazon,53-004763,2016-12-24T00:00:00.000Z,,2017-04-03T00:00:00Z,True,,0,5,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=232,I bought these as a starter online browser. It is a very portable pad . Great price.,Great little online browser for the price,Sparky,"http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded,https://www.upccodesearch.com/upc/841667105758,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=251,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=252,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=193,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=301,https://www.barcodable.com/upc/841667105758,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=199,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=232,http://www.bestbuy.com/site/products/5620400.p,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=200,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=234,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=201,http://www.bestbuy.com/site/amazon-fire-hd8-8-tablet-16gb-wi-fi-blue/5620400.p?skuId=5620400"
AVqkIhkhv8e3D1O-lebZ,2017-03-06T14:59:42Z,2018-09-21T18:45:21Z,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Blue",B01AHBBG04,Amazon,"Fire Tablets,Tablets,All Tablets,Amazon Tablets",Electronics,"https://www.upccodesearch.com/images/barcode/0841667105758.png,http://pisces.bbystatic.com/image2/BestBuy_US/images/products/5620/5620400_sa.jpg,https://www.barcodable.com/images/barcode/0841667105758.png,http://pisces.bbystatic.com/image2/BestBuy_US/images/products/5620/5620400_sd.jpg,https://images-na.ssl-images-amazon.com/images/I/41tT2OwuMsL.jpg","amazon/53004763,0841667105758,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersblue/b01ahbbg04,841667105758,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersblue/5620400,amazon/b01ahbbg04",Amazon,53-004763,2016-12-30T00:00:00.000Z,,2017-03-23T00:00:00Z,True,,0,5,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=199,The kindle fire hd is a sweet tablet for reading and apps like netflix or hulu.,Sweet tablet,KenC,"http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded,https://www.upccodesearch.com/upc/841667105758,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=251,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=252,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=193,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=301,https://www.barcodable.com/upc/841667105758,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=199,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=232,http://www.bestbuy.com/site/products/5620400.p,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=200,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=234,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=201,http://www.bestbuy.com/site/amazon-fire-hd8-8-tablet-16gb-wi-fi-blue/5620400.p?skuId=5620400"
AVqkIhkhv8e3D1O-lebZ,2017-03-06T14:59:42Z,2018-09-21T18:45:21Z,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Blue",B01AHBBG04,Amazon,"Fire Tablets,Tablets,All Tablets,Amazon Tablets",Electronics,"https://www.upccodesearch.com/images/barcode/0841667105758.png,http://pisces.bbystatic.com/image2/BestBuy_US/images/products/5620/5620400_sa.jpg,https://www.barcodable.com/images/barcode/0841667105758.png,http://pisces.bbystatic.com/image2/BestBuy_US/images/products/5620/5620400_sd.jpg,https://images-na.ssl-images-amazon.com/images/I/41tT2OwuMsL.jpg","amazon/53004763,0841667105758,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersblue/b01ahbbg04,841667105758,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersblue/5620400,amazon/b01ahbbg04",Amazon,53-004763,2017-03-20T00:00:00.000Z,,2017-03-21T00:00:00Z,True,,0,5,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded,"this is my first tablet .. love it .. actually read my first e-book on it .. large screen, easy to read & play games .. fits nicely in my purse",Awesome,grannybear,"http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded,https://www.upccodesearch.com/upc/841667105758,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=251,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=252,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=193,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=301,https://www.barcodable.com/upc/841667105758,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=199,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=232,http://www.bestbuy.com/site/products/5620400.p,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=200,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=234,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=201,http://www.bestbuy.com/site/amazon-fire-hd8-8-tablet-16gb-wi-fi-blue/5620400.p?skuId=5620400"
